,filename,answer0,answer1,answer2,answer3,answer4,answer5,result,realLabel
0,5_5_nicolas_41.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
1,6_6_jackson_14.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
2,9_9_nicolas_38.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
3,5_5_theo_41.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
4,3_3_jackson_9.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
5,1_1_theo_32.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
6,4_4_theo_28.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
7,6_6_george_7.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
8,9_9_nicolas_17.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
9,9_9_jackson_19.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
10,7_7_nicolas_48.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
11,6_6_theo_32.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
12,8_8_nicolas_31.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
13,4_4_george_33.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
14,1_1_george_43.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
15,1_1_nicolas_26.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
16,1_1_george_8.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
17,8_8_yweweler_12.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
18,8_8_george_36.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
19,1_1_jackson_48.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
20,9_9_george_5.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
21,2_2_nicolas_33.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
22,3_3_yweweler_34.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
23,7_7_jackson_48.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
24,6_6_nicolas_48.wav,1.0,0.0,1.0,0.0,0.0,1.0,1,0
25,0_0_nicolas_5.wav,1.0,0.0,1.0,0.0,0.0,1.0,1,0
26,8_8_nicolas_7.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
27,9_9_yweweler_39.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
28,3_3_yweweler_29.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
29,0_0_yweweler_49.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
30,4_4_yweweler_18.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
31,9_9_george_42.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
32,0_3_yweweler_20.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
33,3_3_yweweler_3.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
34,1_1_nicolas_6.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
35,0_9_nicolas_43.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,1
36,8_8_nicolas_5.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
37,6_6_yweweler_7.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
38,5_5_george_35.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
39,3_3_jackson_38.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
40,9_9_nicolas_16.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
41,4_4_jackson_36.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
42,7_7_jackson_23.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
43,4_4_george_28.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
44,5_5_jackson_13.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
45,6_6_nicolas_38.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
46,1_1_george_48.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
47,0_0_yweweler_1.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
48,7_7_jackson_45.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
49,0_0_yweweler_9.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
50,2_2_nicolas_0.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
51,0_7_theo_40.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
52,7_7_nicolas_30.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
53,5_5_nicolas_47.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
54,2_2_theo_29.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
55,9_9_nicolas_9.wav,0.0,0.0,1.0,0.0,0.0,1.0,1,0
56,0_0_yweweler_12.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
57,2_2_nicolas_24.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
58,0_0_jackson_22.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
59,6_6_theo_1.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
60,3_3_yweweler_37.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
61,0_0_jackson_27.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
62,8_8_yweweler_26.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
63,3_3_theo_25.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
64,2_2_theo_41.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
65,5_5_yweweler_45.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
66,4_4_nicolas_8.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
67,5_5_yweweler_34.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
68,6_6_theo_19.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
69,3_3_jackson_28.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
70,6_6_george_0.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
71,5_5_theo_6.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
72,1_1_george_14.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
73,4_4_nicolas_6.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
74,2_2_theo_36.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
75,0_0_jackson_10.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
76,3_3_nicolas_38.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
77,8_8_nicolas_18.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
78,3_3_george_14.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
79,9_9_nicolas_24.wav,0.0,0.0,1.0,0.0,0.0,1.0,1,0
80,0_4_yweweler_24.wav,0.0,0.0,0.0,1.0,1.0,1.0,1,1
81,9_9_nicolas_34.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
82,3_3_george_39.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
83,4_4_nicolas_13.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
84,6_6_jackson_19.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
85,0_8_jackson_18.wav,0.0,0.0,0.0,1.0,0.0,1.0,1,1
86,5_5_theo_48.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
87,0_0_yweweler_40.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
88,1_1_george_13.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
89,0_0_theo_32.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
90,5_5_george_40.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
91,6_6_yweweler_25.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
92,4_4_jackson_32.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
93,0_0_george_7.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
94,0_0_jackson_42.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
95,0_0_nicolas_15.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
96,7_7_theo_23.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
97,3_3_theo_46.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
98,9_9_nicolas_4.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
99,5_5_jackson_47.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
100,8_8_george_35.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
101,1_1_nicolas_11.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
102,8_8_theo_30.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
103,7_7_theo_18.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
104,4_4_nicolas_35.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
105,9_9_yweweler_25.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
106,2_2_nicolas_19.wav,0.0,1.0,1.0,1.0,0.0,1.0,0,0
107,0_0_yweweler_16.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
108,1_1_jackson_14.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
109,0_0_george_26.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
110,5_5_jackson_32.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
111,6_6_george_39.wav,1.0,1.0,1.0,1.0,0.0,1.0,0,0
112,4_4_theo_47.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
113,3_3_jackson_45.wav,1.0,0.0,1.0,1.0,0.0,1.0,0,0
114,4_4_nicolas_12.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
115,2_2_yweweler_0.wav,0.0,1.0,1.0,1.0,1.0,1.0,0,0
