,filename,answer0,answer1,answer2,answer3,answer4,answer5,result,realLabel
0,5_5_nicolas_41.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
1,4_4_george_14.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
2,5_3_yweweler_5.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
3,6_6_jackson_14.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
4,9_9_nicolas_38.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
5,9_9_george_40.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
6,3_7_theo_25.wav,0.0,0.0,1.0,1.0,1.0,0.0,1,1
7,6_1_george_30.wav,0.0,0.0,0.0,1.0,1.0,1.0,1,1
8,4_4_theo_28.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
9,6_6_george_7.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
10,9_9_jackson_19.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
11,7_7_nicolas_48.wav,0.0,0.0,0.0,1.0,1.0,0.0,1,0
12,6_6_theo_32.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
13,1_4_george_16.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
14,4_4_george_33.wav,0.0,1.0,1.0,1.0,1.0,1.0,0,0
15,1_0_yweweler_31.wav,1.0,0.0,0.0,1.0,1.0,0.0,1,1
16,9_3_yweweler_0.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
17,1_6_theo_9.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
18,1_1_george_8.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
19,1_1_jackson_48.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
20,9_9_george_5.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
21,6_6_nicolas_13.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
22,2_2_nicolas_33.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
23,7_9_theo_14.wav,0.0,0.0,0.0,1.0,1.0,0.0,1,1
24,8_1_jackson_21.wav,0.0,0.0,0.0,1.0,1.0,0.0,1,1
25,6_9_jackson_3.wav,0.0,0.0,0.0,1.0,1.0,0.0,1,1
26,1_1_nicolas_12.wav,0.0,0.0,0.0,1.0,1.0,1.0,1,0
27,6_6_nicolas_48.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
28,8_8_nicolas_7.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
29,6_7_nicolas_4.wav,0.0,0.0,0.0,1.0,1.0,1.0,1,1
30,9_9_yweweler_39.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
31,3_3_yweweler_29.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
32,2_6_george_47.wav,0.0,0.0,0.0,1.0,1.0,0.0,1,1
33,7_1_yweweler_7.wav,0.0,0.0,0.0,1.0,1.0,0.0,1,1
34,4_4_yweweler_18.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
35,9_9_george_42.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
36,2_2_theo_39.wav,0.0,1.0,1.0,1.0,1.0,1.0,0,0
37,3_3_yweweler_3.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
38,3_4_george_15.wav,0.0,1.0,0.0,1.0,1.0,1.0,0,1
39,1_1_nicolas_6.wav,0.0,0.0,0.0,1.0,1.0,1.0,1,0
40,3_4_yweweler_11.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
41,0_2_theo_30.wav,0.0,0.0,0.0,1.0,1.0,1.0,1,1
42,8_8_nicolas_5.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
43,6_6_yweweler_7.wav,0.0,0.0,0.0,1.0,1.0,1.0,1,0
44,5_5_george_35.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
45,8_1_george_19.wav,0.0,0.0,0.0,0.0,1.0,0.0,1,1
46,9_2_jackson_27.wav,0.0,0.0,0.0,1.0,1.0,1.0,1,1
47,1_1_jackson_35.wav,0.0,1.0,1.0,1.0,1.0,1.0,0,0
48,3_3_jackson_38.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
49,7_7_jackson_23.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
50,4_4_george_28.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
51,5_5_jackson_13.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
52,6_6_nicolas_38.wav,1.0,0.0,0.0,1.0,1.0,1.0,0,0
53,1_1_george_48.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
54,0_0_yweweler_1.wav,0.0,0.0,0.0,1.0,1.0,1.0,1,0
55,0_8_nicolas_3.wav,0.0,0.0,0.0,1.0,1.0,1.0,1,1
56,7_7_jackson_45.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
57,0_0_yweweler_9.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
58,7_7_nicolas_30.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
59,4_4_nicolas_0.wav,0.0,0.0,0.0,1.0,1.0,1.0,1,0
60,6_6_nicolas_29.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
61,2_2_theo_29.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
62,6_3_yweweler_40.wav,0.0,0.0,0.0,1.0,1.0,1.0,1,1
63,0_0_yweweler_12.wav,0.0,0.0,0.0,1.0,1.0,0.0,1,0
