,filename,answer0,answer1,answer2,answer3,answer4,answer5,result,realLabel
0,3_9_yweweler_39.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
1,5_5_nicolas_41.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
2,3_4_jackson_10.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,1
3,5_5_jackson_28.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
4,6_6_jackson_14.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
5,9_9_nicolas_38.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
6,9_9_george_40.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
7,3_3_jackson_9.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
8,1_1_theo_32.wav,0.0,1.0,1.0,1.0,1.0,1.0,0,0
9,4_4_theo_28.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
10,6_6_george_7.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
11,9_9_nicolas_17.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
12,9_9_jackson_19.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
13,7_7_nicolas_48.wav,0.0,1.0,1.0,1.0,1.0,1.0,0,0
14,6_6_theo_32.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
15,8_8_nicolas_31.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
16,4_4_george_33.wav,0.0,1.0,1.0,1.0,1.0,1.0,0,0
17,1_1_george_43.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
18,6_4_jackson_47.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
19,1_1_nicolas_26.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
20,8_8_yweweler_12.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
21,8_8_george_36.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
22,1_1_jackson_48.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
23,9_9_george_5.wav,1.0,1.0,1.0,1.0,1.0,1.0,0,0
24,1_2_nicolas_11.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
25,6_6_nicolas_13.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
26,2_2_nicolas_33.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
27,9_5_nicolas_49.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,1
28,3_3_yweweler_34.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
29,7_7_jackson_48.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
30,1_1_nicolas_12.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
31,6_6_nicolas_48.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
32,0_0_nicolas_5.wav,0.0,0.0,1.0,1.0,0.0,1.0,1,0
33,8_8_nicolas_7.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
34,3_3_yweweler_29.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
35,4_4_yweweler_18.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
36,9_9_george_42.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
37,2_2_theo_39.wav,0.0,1.0,1.0,1.0,1.0,1.0,0,0
38,3_3_yweweler_3.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
39,1_1_nicolas_6.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
40,8_8_nicolas_5.wav,1.0,0.0,1.0,1.0,1.0,1.0,0,0
41,6_6_yweweler_7.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
42,5_5_george_35.wav,0.0,0.0,1.0,1.0,1.0,1.0,0,0
